participant_id,group,per_group_id,handedness,block,trial,rewarded,chosen,correct,fb_given,contingent,rt,fb_type,stim_loc_blue,stim_loc_yellow,lc_trials,lc_correct,reversal,stim_to_fb,fb_to_newtrial
1,1,1,2,2,67,2,2,1,0,0,0.55426,2,4,2,10,1,0,1.50029,1.99174
1,1,1,2,2,68,2,1,0,0,1,0.48164,2,1,2,10,0,0,1.50054,1.99174
1,1,1,2,2,69,2,1,0,1,0,0.60898,2,2,4,10,0,0,1.50034,1.99173
1,1,1,2,2,70,2,1,0,0,1,0.49668,2,3,1,10,0,0,1.50051,1.99178
1,1,1,2,2,71,2,1,0,0,1,0.36946,2,3,4,10,0,0,1.50036,1.99172
1,1,1,2,2,72,2,1,0,0,1,0.64121,2,1,4,10,0,0,1.50047,1.99177
1,1,1,2,2,73,2,2,1,1,1,0.48626,2,2,4,10,1,0,1.50023,1.99174
1,1,1,2,2,74,2,2,1,1,1,0.39966,2,4,2,10,2,0,1.50017,1.99173
1,1,1,2,2,75,2,2,1,0,0,0.51420,2,4,3,10,3,1,1.50018,1.99172
1,1,1,2,2,76,1,2,0,0,1,0.52872,2,1,3,7,0,0,1.50042,1.99174
1,1,1,2,2,77,1,1,1,1,1,0.89258,2,2,4,7,1,0,1.50029,1.99172
1,1,1,2,2,78,1,1,1,1,1,0.56130,2,4,3,7,2,0,1.49431,2.00053
1,1,1,2,2,79,1,1,1,1,1,0.54956,2,4,2,7,3,0,1.50140,1.99304
1,1,1,2,2,80,1,1,1,1,1,0.79330,2,1,4,7,4,0,1.49461,1.99186
1,1,1,2,2,81,1,1,1,0,0,0.61335,2,3,1,7,5,0,1.50770,1.99173
1,1,1,2,2,82,1,2,0,0,1,0.52160,2,2,3,7,0,0,1.50489,1.99174
1,1,1,2,2,83,1,2,0,0,1,0.33313,2,1,2,7,0,0,1.50334,1.99175
1,1,1,2,2,84,1,2,0,0,1,0.51569,2,3,4,7,0,0,1.50219,1.99174
1,1,1,2,2,85,1,1,1,1,1,0.42476,2,2,3,7,1,0,1.50191,1.99172
1,1,1,2,2,86,1,1,1,1,1,0.35770,2,3,1,7,2,0,1.50150,1.99174
1,1,1,2,2,87,1,1,1,0,0,0.65218,2,3,2,7,3,1,1.50030,1.99175
1,1,1,2,2,88,2,1,0,0,1,0.75926,2,2,3,6,0,0,1.49967,1.99173
1,1,1,2,2,89,2,2,1,1,1,0.39576,2,4,3,6,1,0,1.50009,1.99174
1,1,1,2,2,90,2,2,1,1,1,0.91399,2,4,2,6,2,0,1.49999,1.99172
1,1,1,2,2,91,2,2,1,1,1,0.53553,2,2,4,6,3,0,1.50019,1.99174
1,1,1,2,2,92,2,2,1,1,1,0.49273,2,1,2,6,4,0,1.50026,1.99173
1,1,1,2,2,93,2,2,1,1,1,0.52309,2,1,3,6,5,1,1.50042,1.99172
1,1,1,2,2,94,1,2,0,0,1,0.56718,2,3,2,8,0,0,1.50049,1.99174
1,1,1,2,2,95,1,2,0,0,1,0.48179,2,4,3,8,0,0,1.50051,1.99174
1,1,1,2,2,96,1,1,1,1,1,0.65047,2,1,4,8,1,0,1.50062,1.99174
1,1,1,2,2,97,1,1,1,1,1,0.99555,2,4,3,8,2,0,1.50059,1.99174
1,1,1,2,2,98,1,1,1,1,1,0.46862,2,1,3,8,3,0,1.50097,1.99173
1,1,1,2,2,99,1,1,1,0,0,0.49786,2,4,3,8,4,0,1.50031,1.99176
1,1,1,2,2,100,1,1,1,0,0,0.59544,2,4,2,8,5,0,1.50062,1.99172
1,1,1,2,2,101,1,1,1,1,1,0.46339,2,1,3,8,6,1,1.50079,1.99174
1,1,1,2,2,102,2,1,0,0,1,0.36094,2,2,4,8,0,0,1.50065,1.99174
1,1,1,2,2,103,2,1,0,0,1,0.49129,2,2,1,8,0,0,1.50055,1.99178
1,1,1,2,2,104,2,2,1,1,1,0.64766,2,4,2,8,1,0,1.50062,1.99174
1,1,1,2,2,105,2,2,1,1,1,0.44200,2,3,4,8,2,0,1.50062,1.99176
1,1,1,2,2,106,2,2,1,1,1,0.49251,2,2,1,8,3,0,1.49935,1.99172
1,1,1,2,2,107,2,2,1,1,1,0.66347,2,1,4,8,4,0,1.49952,1.99175
1,1,1,2,2,108,2,2,1,0,0,0.53571,2,2,4,8,5,0,1.49961,1.99174
1,1,1,2,2,109,2,2,1,1,1,0.37991,2,4,2,8,6,1,1.49973,1.99174
1,1,1,2,2,110,1,2,0,1,0,0.48762,2,1,3,9,0,0,1.49951,1.99173
1,1,1,2,2,111,1,2,0,0,1,0.45658,2,1,2,9,0,0,1.50004,1.99177
1,1,1,2,2,112,1,1,1,0,0,0.46983,2,4,1,9,1,0,1.49977,1.99172
1,1,1,2,2,113,1,1,1,1,1,0.57239,2,4,1,9,2,0,1.49993,1.99172
1,1,1,2,2,114,1,1,1,1,1,0.55132,2,4,1,9,3,0,1.50013,1.99174
1,1,1,2,2,115,1,1,1,1,1,0.46721,2,3,2,9,4,0,1.50020,1.99173
1,1,1,2,2,116,1,1,1,1,1,0.36563,2,2,3,9,5,0,1.50014,1.99174
1,1,1,2,2,117,1,1,1,0,0,0.55837,2,4,2,9,6,0,1.50028,1.99175
1,1,1,2,2,118,1,1,1,1,1,0.44828,2,3,1,9,7,1,1.50028,1.99172
2,2,1,2,1,1,2,0,0,NaN,1,    NaN,1,3,4,6,0,0,1.49987,0.00000
2,2,1,2,1,2,2,1,0,0,1,0.49474,1,3,2,6,0,0,1.50010,1.99177
2,2,1,2,1,3,2,2,1,1,1,0.46517,1,2,1,6,1,0,1.50002,1.99176
2,2,1,2,1,4,2,2,1,1,1,0.54050,1,3,1,6,2,0,1.49975,1.99179
2,2,1,2,1,5,2,2,1,1,1,0.45539,1,3,4,6,3,0,1.50027,1.99179
2,2,1,2,1,6,2,2,1,1,1,0.34474,1,4,3,6,4,0,1.50011,1.99199
2,2,1,2,1,7,2,2,1,0,0,0.35687,1,1,2,6,5,1,1.49981,1.99173
2,2,1,2,1,8,1,2,0,0,1,0.42752,1,3,2,6,0,0,1.49993,1.99182
2,2,1,2,1,9,1,2,0,0,1,0.44545,1,3,1,6,0,0,1.49996,1.99176
2,2,1,2,1,10,1,2,0,0,1,0.49913,1,1,2,6,0,0,1.49995,1.99174
2,2,1,2,1,11,1,2,0,0,1,0.37837,1,4,2,6,0,0,1.50769,1.99173
2,2,1,2,1,12,1,2,0,0,1,0.38777,1,1,3,6,0,0,1.50193,1.99175
2,2,1,2,1,13,1,2,0,0,1,0.46050,1,1,3,6,0,0,1.51193,1.99178
2,2,1,2,1,14,1,2,0,0,1,0.41060,1,4,1,6,0,0,1.50774,1.99357
2,2,1,2,1,15,1,1,1,1,1,0.75775,1,4,3,6,1,0,1.50500,1.99173
2,2,1,2,1,16,1,1,1,1,1,0.55779,1,4,1,6,2,0,1.50357,1.99175
2,2,1,2,1,17,1,1,1,0,0,0.55559,1,4,2,6,3,1,1.50239,1.99177
2,2,1,2,1,18,2,1,0,0,1,0.45760,1,2,4,9,0,0,1.50179,1.99175
2,2,1,2,1,19,2,1,0,1,0,0.47357,1,2,1,9,0,0,1.50138,1.99175
2,2,1,2,1,20,2,1,0,0,1,0.48354,1,2,3,9,0,0,1.50028,1.99173
2,2,1,2,1,21,2,1,0,1,0,0.30131,1,2,4,9,0,0,1.49964,1.99172
2,2,1,2,1,22,2,1,0,0,1,0.37979,1,2,3,9,0,0,1.49991,1.99174
2,2,1,2,1,23,2,1,0,1,0,0.49289,1,1,2,9,0,0,1.49991,1.99173
2,2,1,2,1,24,2,1,0,1,0,0.51309,1,3,2,9,0,0,1.50029,1.99174
2,2,1,2,1,25,2,1,0,0,1,0.48076,1,2,3,9,0,0,1.50014,1.99173
2,2,1,2,1,26,2,2,1,1,1,0.62067,1,1,4,9,1,0,1.50044,1.99172
2,2,1,2,1,27,2,2,1,1,1,0.71210,1,1,3,9,2,0,1.50020,1.99174
2,2,1,2,1,28,2,2,1,1,1,0.52055,1,3,2,9,3,1,1.50062,1.99174
2,2,1,2,1,29,1,2,0,0,1,0.63766,1,3,2,8,0,0,1.50040,1.99174
2,2,1,2,1,30,1,2,0,0,1,0.44887,1,4,1,8,0,0,1.50064,1.99172
2,2,1,2,1,31,1,1,1,1,1,0.83146,1,1,3,8,1,0,1.50066,1.99173
2,2,1,2,1,32,1,1,1,1,1,0.45465,1,3,2,8,2,0,1.50058,1.99173
2,2,1,2,1,33,1,1,1,1,1,0.51744,1,4,3,8,3,0,1.50072,1.99176
2,2,1,2,1,34,1,1,1,1,1,0.50605,1,1,3,8,4,0,1.50074,1.99173
2,2,1,2,1,35,1,1,1,1,1,0.52308,1,4,3,8,5,0,1.50099,1.99174
2,2,1,2,1,36,1,1,1,1,1,0.56985,1,4,1,8,6,1,1.50075,1.99173
2,2,1,2,1,37,2,1,0,0,1,0.55236,1,3,4,9,0,0,1.50053,1.99174
2,2,1,2,1,38,2,1,0,0,1,0.54268,1,4,2,9,0,0,1.50059,1.99173
2,2,1,2,1,39,2,1,0,0,1,0.49326,1,2,1,9,0,0,1.50066,1.99173
2,2,1,2,1,40,2,2,1,1,1,0.49567,1,4,2,9,1,0,1.50040,1.99174
2,2,1,2,1,41,2,2,1,0,0,0.48606,1,4,1,9,2,0,1.50039,1.99174
2,2,1,2,1,42,2,2,1,1,1,0.43559,1,4,3,9,3,0,1.50081,1.99175
2,2,1,2,1,43,2,2,1,0,0,0.58249,1,1,2,9,4,0,1.50071,1.99174
2,2,1,2,1,44,2,2,1,1,1,0.49489,1,3,1,9,5,0,1.50088,1.99173
2,2,1,2,1,45,2,2,1,1,1,0.50883,1,1,2,9,6,1,1.50056,1.99172
2,2,1,2,1,46,1,2,0,0,1,0.68762,1,3,4,9,0,0,1.50052,1.99174
2,2,1,2,1,47,1,2,0,1,0,1.24101,1,1,4,9,0,0,1.50068,1.99180
2,2,1,2,1,48,1,2,0,1,0,0.47897,1,2,1,9,0,0,1.50087,1.99172
2,2,1,2,1,49,1,2,0,0,1,0.44047,1,2,1,9,0,0,1.50040,1.99174
2,2,1,2,1,50,1,2,0,0,1,0.51980,1,1,3,9,0,0,1.50069,1.99174
2,2,1,2,1,51,1,1,1,1,1,0.61406,1,3,2,9,1,0,1.50076,1.99174
2,2,1,2,1,52,1,1,1,1,1,0.51727,1,3,1,9,2,0,1.50062,1.99174
2,2,1,2,1,53,1,1,1,1,1,0.49457,1,2,4,9,3,0,1.50084,1.99175
2,2,1,2,1,54,1,1,1,1,1,0.51543,1,1,3,9,4,1,1.50104,1.99172
2,2,1,2,1,55,2,1,0,0,1,0.50191,1,2,1,9,0,0,1.50087,1.99178
2,2,1,2,1,56,2,1,0,0,1,0.49599,1,3,1,9,0,0,1.50080,1.99174
2,2,1,2,1,57,2,1,0,1,0,0.46865,1,3,4,9,0,0,1.50044,1.99174
2,2,1,2,1,58,2,1,0,0,1,0.62227,1,4,3,9,0,0,1.50062,1.99174
2,2,1,2,1,59,2,1,0,1,0,0.49764,1,3,2,9,0,0,1.50035,1.99174
2,2,1,2,1,60,2,1,0,0,1,0.55630,1,4,1,9,0,0,1.50061,1.99172
2,2,1,2,1,61,2,1,0,1,0,0.47334,1,2,3,9,0,0,1.50066,1.99174
2,2,1,2,1,62,2,1,0,0,1,0.83981,1,2,1,9,0,0,1.50069,1.99178
2,2,1,2,1,63,2,1,0,0,1,0.68658,1,4,1,9,0,0,1.50056,1.99172
2,2,1,2,1,64,2,2,1,1,1,0.84322,1,3,2,9,1,0,1.50084,1.99175
2,2,1,2,1,65,2,2,1,1,1,0.58225,1,3,2,9,2,0,1.50051,1.99174
2,2,1,2,1,66,2,2,1,1,1,0.49241,1,4,2,9,3,1,1.50058,1.99172
2,2,1,2,1,67,1,2,0,1,0,0.46398,1,4,3,9,0,0,1.50093,1.99173
2,2,1,2,1,68,1,2,0,0,1,0.47630,1,1,3,9,0,0,1.50039,1.99175
2,2,1,2,1,69,1,2,0,0,1,0.60632,1,2,4,9,0,0,1.50068,1.99173
2,2,1,2,1,70,1,2,0,0,1,0.55320,1,4,2,9,0,0,1.50093,1.99173
2,2,1,2,1,71,1,2,0,1,0,0.57327,1,2,3,9,0,0,1.50067,1.99173
2,2,1,2,1,72,1,2,0,0,1,0.60559,1,1,3,9,0,0,1.50080,1.99174
2,2,1,2,1,73,1,2,0,0,1,0.57503,1,1,3,9,0,0,1.50072,1.99172
2,2,1,2,1,74,1,1,1,1,1,1.00031,1,2,4,9,1,0,1.50068,1.99175
2,2,1,2,1,75,1,1,1,1,1,0.51246,1,3,2,9,2,0,1.50048,1.99176
2,2,1,2,1,76,1,1,1,0,0,0.49706,1,3,1,9,3,1,1.50066,1.99174
2,2,1,2,1,77,2,1,0,0,1,0.53493,1,2,4,10,0,0,1.50064,1.99177
2,2,1,2,1,78,2,1,0,1,0,0.70182,1,4,2,10,0,0,1.50061,1.99174
2,2,1,2,1,79,2,1,0,0,1,0.56664,1,2,1,10,0,0,1.50065,1.99174
2,2,1,2,1,80,2,1,0,0,1,0.55903,1,1,4,10,0,0,1.50066,1.99174
2,2,1,2,1,81,2,1,0,0,1,0.61906,1,4,2,10,0,0,1.50064,1.99173
2,2,1,2,1,82,2,2,1,1,1,0.83554,1,1,2,10,1,0,1.50077,1.99173
2,2,1,2,1,83,2,2,1,1,1,0.41475,1,3,2,10,2,0,1.50081,1.99174
2,2,1,2,1,84,2,2,1,0,0,0.75895,1,4,2,10,3,0,1.50088,1.99174
2,2,1,2,1,85,2,2,1,1,1,0.47957,1,2,1,10,4,0,1.49832,1.99173
2,2,1,2,1,86,2,2,1,1,1,0.51247,1,2,3,10,5,1,1.50458,1.99173
2,2,1,2,1,87,1,2,0,0,1,0.50510,1,1,3,9,0,0,1.50910,1.99174
2,2,1,2,1,88,1,2,0,0,1,0.53137,1,3,2,9,0,0,1.49474,1.99175
2,2,1,2,1,89,1,2,0,1,0,0.56504,1,1,2,9,0,0,1.49626,1.99173
2,2,1,2,1,90,1,2,0,0,1,0.44562,1,1,3,9,0,0,1.49766,1.99172
2,2,1,2,1,91,1,1,1,1,1,0.55643,1,4,1,9,1,0,1.49817,1.99178
2,2,1,2,1,92,1,1,1,0,0,0.51544,1,4,1,9,2,0,1.49860,1.99174
2,2,1,2,1,93,1,1,1,1,1,0.47628,1,2,4,9,3,0,1.49897,1.99173
2,2,1,2,1,94,1,1,1,0,0,0.47868,1,1,4,9,4,0,1.50077,1.99174
2,2,1,2,1,95,1,1,1,1,1,0.56276,1,4,3,9,5,1,1.50140,1.99172
2,2,1,2,1,96,2,1,0,0,1,0.52331,1,1,4,9,0,0,1.50083,1.99174
2,2,1,2,1,97,2,1,0,1,0,0.51459,1,2,1,9,0,0,1.50067,1.99173
2,2,1,2,1,98,2,1,0,1,0,0.50594,1,3,1,9,0,0,1.50009,1.99172
2,2,1,2,1,99,2,1,0,1,0,0.48632,1,1,2,9,0,0,1.50013,1.99172
2,2,1,2,1,100,2,1,0,0,1,0.51627,1,2,4,9,0,0,1.50028,1.99174
2,2,1,2,1,101,2,1,0,0,1,0.60949,1,4,2,9,0,0,1.49980,1.99180
2,2,1,2,1,102,2,2,1,0,0,0.51107,1,3,4,9,1,0,1.49975,1.99179
2,2,1,2,1,103,2,2,1,0,0,0.53304,1,2,1,9,2,0,1.49989,1.99173
2,2,1,2,1,104,2,2,1,1,1,0.52638,1,3,4,9,3,1,1.49997,1.99177
2,2,1,2,1,105,1,2,0,0,1,0.49816,1,4,2,6,0,0,1.49957,1.99173
2,2,1,2,1,106,1,2,0,0,1,0.48560,1,2,4,6,0,0,1.49977,1.99175
2,2,1,2,1,107,1,1,1,0,0,0.34842,1,3,4,6,1,0,1.49958,1.99174
2,2,1,2,1,108,1,1,1,0,0,0.58022,1,2,3,6,2,0,1.49962,1.99172
2,2,1,2,1,109,1,1,1,1,1,0.45591,1,1,2,6,3,0,1.49983,1.99174
2,2,1,2,1,110,1,1,1,1,1,0.54931,1,4,2,6,4,1,1.49974,1.99174
2,2,1,2,2,1,2,2,1,1,1,0.94828,2,1,3,8,0,0,1.50039,1.99173
2,2,1,2,2,2,2,2,1,1,1,0.50023,2,1,4,8,1,0,1.50038,1.99172
2,2,1,2,2,3,2,2,1,1,1,0.44517,2,1,4,8,2,0,1.50042,1.99173
2,2,1,2,2,4,2,2,1,1,1,0.44750,2,3,1,8,3,0,1.50017,1.99174
2,2,1,2,2,5,2,2,1,1,1,0.42425,2,1,3,8,4,0,1.49997,1.99178
2,2,1,2,2,6,2,2,1,1,1,0.44331,2,3,2,8,5,0,1.50008,1.99174
2,2,1,2,2,7,2,2,1,0,0,0.81170,2,4,1,8,6,0,1.50007,1.99175
2,2,1,2,2,8,2,2,1,1,1,0.60526,2,4,2,8,7,1,1.50022,1.99174
2,2,1,2,2,9,1,2,0,0,1,0.95693,2,2,4,7,0,0,1.50001,1.99172
2,2,1,2,2,10,1,2,0,0,1,1.19202,2,3,1,7,0,0,1.49984,1.99172
2,2,1,2,2,11,1,2,0,NaN,1,    NaN,2,4,3,7,0,0,1.49976,1.99178
2,2,1,2,2,12,1,1,1,1,1,0.46825,2,4,2,7,1,0,1.50005,1.99172
2,2,1,2,2,13,1,1,1,1,1,0.31243,2,3,2,7,2,0,1.50004,1.99173
2,2,1,2,2,14,1,1,1,1,1,0.57986,2,4,3,7,3,0,1.49986,1.99180
2,2,1,2,2,15,1,1,1,1,1,0.37538,2,2,1,7,4,0,1.49979,1.99172
2,2,1,2,2,16,1,1,1,1,1,0.30558,2,1,2,7,5,1,1.50008,1.99174
2,2,1,2,2,17,2,1,0,1,0,0.48187,2,3,1,10,0,0,1.49977,1.99174
2,2,1,2,2,18,2,1,0,0,1,0.46341,2,1,4,10,0,0,1.49982,1.99174
2,2,1,2,2,19,2,1,0,1,0,0.48076,2,3,2,10,0,0,1.49984,1.99173
2,2,1,2,2,20,2,1,0,0,1,0.38202,2,1,4,10,0,0,1.49967,1.99173
2,2,1,2,2,21,2,1,0,1,0,0.41313,2,3,4,10,0,0,1.49998,1.99172
2,2,1,2,2,22,2,1,0,0,1,0.34236,2,2,4,10,0,0,1.49971,1.99173
2,2,1,2,2,23,2,2,1,0,0,0.63348,2,3,2,10,1,0,1.49989,1.99176
2,2,1,2,2,24,2,2,1,0,0,0.55387,2,2,4,10,2,0,1.49968,1.99173
2,2,1,2,2,25,2,1,0,0,1,0.49179,2,3,2,10,0,0,1.49974,1.99173
2,2,1,2,2,26,2,1,0,0,1,0.34574,2,1,4,10,0,0,1.49964,1.99178
2,2,1,2,2,27,2,2,1,1,1,0.45488,2,3,1,10,1,0,1.49993,1.99172
2,2,1,2,2,28,2,2,1,1,1,0.48585,2,3,4,10,2,0,1.49960,1.99178
2,2,1,2,2,29,2,2,1,1,1,0.46161,2,3,4,10,3,1,1.49988,1.99176
2,2,1,2,2,30,1,2,0,0,1,0.50928,2,4,2,9,0,0,1.49954,1.99173
2,2,1,2,2,31,1,2,0,0,1,0.62734,2,3,1,9,0,0,1.49974,1.99172
2,2,1,2,2,32,1,1,1,1,1,0.49016,2,4,3,9,1,0,1.49964,1.99172
2,2,1,2,2,33,1,1,1,1,1,0.46289,2,2,4,9,2,0,1.49967,1.99174
2,2,1,2,2,34,1,1,1,1,1,0.50169,2,2,1,9,3,0,1.49963,1.99172
2,2,1,2,2,35,1,1,1,1,1,0.57727,2,4,2,9,4,0,1.49987,1.99174
2,2,1,2,2,36,1,1,1,1,1,0.92067,2,2,4,9,5,0,1.50070,1.99174
2,2,1,2,2,37,1,1,1,1,1,1.03072,2,4,3,9,6,0,1.50030,1.99175
2,2,1,2,2,38,1,1,1,1,1,0.52831,2,2,4,9,7,1,1.50044,1.99174
2,2,1,2,2,39,2,1,0,0,1,0.89330,2,4,2,10,0,0,1.50041,1.99174
2,2,1,2,2,40,2,1,0,0,1,0.50214,2,1,4,10,0,0,1.50053,1.99174
2,2,1,2,2,41,2,1,0,1,0,0.76891,2,3,1,10,0,0,1.50052,1.99174
2,2,1,2,2,42,2,1,0,0,1,0.57401,2,4,1,10,0,0,1.49990,1.99172
2,2,1,2,2,43,2,2,1,0,0,0.46857,2,4,3,10,1,0,1.50029,1.99172
2,2,1,2,2,44,2,2,1,1,1,0.51234,2,2,4,10,2,0,1.50015,1.99175
2,2,1,2,2,45,2,2,1,1,1,0.53858,2,1,4,10,3,0,1.50019,1.99173
2,2,1,2,2,46,2,1,0,0,1,1.09807,2,4,2,10,0,0,1.50018,1.99174
2,2,1,2,2,47,2,2,1,0,0,0.54047,2,4,1,10,1,0,1.50007,1.99174
2,2,1,2,2,48,2,2,1,NaN,0,    NaN,2,1,3,10,0,0,1.49971,1.99174
2,2,1,2,2,49,2,2,1,1,1,0.77282,2,2,3,10,1,0,1.50011,1.99174
2,2,1,2,2,50,2,2,1,1,1,0.40112,2,4,2,10,2,0,1.50011,1.99172
2,2,1,2,2,51,2,2,1,1,1,0.48767,2,3,2,10,3,1,1.50009,1.99172
2,2,1,2,2,52,1,2,0,0,1,0.48327,2,2,1,6,0,0,1.50023,1.99174
2,2,1,2,2,53,1,2,0,0,1,0.54197,2,2,3,6,0,0,1.50010,1.99174
2,2,1,2,2,54,1,2,0,0,1,0.60424,2,3,4,6,0,0,1.50003,1.99174
2,2,1,2,2,55,1,1,1,1,1,0.41820,2,3,2,6,1,0,1.50012,1.99178
2,2,1,2,2,56,1,1,1,1,1,0.61435,2,4,1,6,2,0,1.49994,1.99174
2,2,1,2,2,57,1,1,1,0,0,0.43979,2,1,3,6,3,1,1.50014,1.99172
2,2,1,2,2,58,2,1,0,0,1,0.54989,2,4,2,6,0,0,1.50005,1.99174
2,2,1,2,2,59,2,1,0,1,0,0.52247,2,1,3,6,0,0,1.49969,1.99172
2,2,1,2,2,60,2,1,0,0,1,0.96127,2,4,2,6,0,0,1.49984,1.99173
2,2,1,2,2,61,2,1,0,1,0,0.67379,2,1,4,6,0,0,1.50025,1.99173
2,2,1,2,2,62,2,1,0,0,1,0.42271,2,2,3,6,0,0,1.50020,1.99173
2,2,1,2,2,63,2,1,0,0,1,0.68441,2,2,4,6,0,0,1.49992,1.99172
2,2,1,2,2,64,2,1,0,0,1,0.59280,2,4,1,6,0,0,1.49995,1.99174
2,2,1,2,2,65,2,1,0,0,1,0.47750,2,1,4,6,0,0,1.50001,1.99173
2,2,1,2,2,66,2,1,0,0,1,1.05953,2,1,4,6,0,0,1.49987,1.99174
2,2,1,2,2,67,2,1,0,1,0,0.47501,2,2,3,6,0,0,1.49989,1.99173
2,2,1,2,2,68,2,1,0,0,1,0.54071,2,1,2,6,0,0,1.49973,1.99174
2,2,1,2,2,69,2,1,0,0,1,0.44808,2,1,2,6,0,0,1.49987,1.99173
2,2,1,2,2,70,2,2,1,1,1,0.44271,2,4,2,6,1,0,1.49991,1.99174
2,2,1,2,2,71,2,2,1,0,0,0.46304,2,3,2,6,2,0,1.49985,1.99174
2,2,1,2,2,72,2,2,1,1,1,0.50801,2,1,3,6,3,1,1.49978,1.99175
2,2,1,2,2,73,1,2,0,0,1,0.67280,2,4,2,9,0,0,1.50014,1.99173
2,2,1,2,2,74,1,2,0,0,1,0.64537,2,4,3,9,0,0,1.50006,1.99174
2,2,1,2,2,75,1,2,0,0,1,1.07331,2,2,4,9,0,0,1.50009,1.99172
2,2,1,2,2,76,1,2,0,1,0,1.00156,2,4,3,9,0,0,1.49992,1.99178
2,2,1,2,2,77,1,2,0,0,1,0.75758,2,1,3,9,0,0,1.50000,1.99175
2,2,1,2,2,78,1,1,1,0,0,0.57492,2,3,1,9,1,0,1.50005,1.99172
2,2,1,2,2,79,1,1,1,1,1,0.65254,2,3,4,9,2,0,1.50011,1.99173
2,2,1,2,2,80,1,1,1,1,1,0.47298,2,2,4,9,3,0,1.49982,1.99174
2,2,1,2,2,81,1,1,1,1,1,0.48133,2,3,2,9,4,1,1.49968,1.99179
2,2,1,2,2,82,2,1,0,0,1,0.51659,2,3,2,9,0,0,1.49960,1.99174
2,2,1,2,2,83,2,1,0,0,1,0.45085,2,1,3,9,0,0,1.50002,1.99174
2,2,1,2,2,84,2,1,0,1,0,0.40297,2,3,1,9,0,0,1.50009,1.99174
2,2,1,2,2,85,2,1,0,0,1,0.48063,2,3,1,9,0,0,1.49983,1.99174
2,2,1,2,2,86,2,2,1,1,1,0.51369,2,2,1,9,1,0,1.49982,1.99174
2,2,1,2,2,87,2,2,1,1,1,0.38949,2,4,2,9,2,0,1.49976,1.99173
2,2,1,2,2,88,2,2,1,1,1,0.48402,2,2,1,9,3,0,1.49988,1.99174
2,2,1,2,2,89,2,2,1,0,0,0.49554,2,2,1,9,4,0,1.49975,1.99173
2,2,1,2,2,90,2,2,1,1,1,0.58501,2,1,4,9,5,1,1.49993,1.99174
2,2,1,2,2,91,1,2,0,0,1,0.51626,2,1,3,9,0,0,1.49974,1.99174
2,2,1,2,2,92,1,2,0,1,0,0.54650,2,3,1,9,0,0,1.49986,1.99174
2,2,1,2,2,93,1,2,0,0,1,0.45994,2,1,3,9,0,0,1.49964,1.99172
2,2,1,2,2,94,1,2,0,1,0,0.62080,2,2,4,9,0,0,1.49975,1.99174
2,2,1,2,2,95,1,2,0,0,1,0.56783,2,2,3,9,0,0,1.49939,1.99174
2,2,1,2,2,96,1,2,0,0,1,0.52483,2,1,4,9,0,0,1.49960,1.99174
2,2,1,2,2,97,1,1,1,0,0,0.51736,2,1,3,9,1,0,1.49952,1.99173
2,2,1,2,2,98,1,1,1,0,0,0.46144,2,3,4,9,2,0,1.49963,1.99174
2,2,1,2,2,99,1,1,1,0,0,0.51057,2,1,2,9,3,1,1.49990,1.99172
2,2,1,2,2,100,2,2,1,1,1,0.46051,2,3,2,8,1,0,1.49967,1.99172
2,2,1,2,2,101,2,2,1,1,1,0.50160,2,3,1,8,2,0,1.49988,1.99174
2,2,1,2,2,102,2,2,1,0,0,0.52022,2,3,2,8,3,0,1.49979,1.99172
2,2,1,2,2,103,2,1,0,1,0,0.59090,2,1,4,8,0,0,1.49993,1.99173
2,2,1,2,2,104,2,1,0,NaN,1,    NaN,2,3,2,8,0,0,1.49967,1.99175
2,2,1,2,2,105,2,1,0,0,1,0.65230,2,1,4,8,0,0,1.49964,1.99176
2,2,1,2,2,106,2,1,0,0,1,0.44319,2,2,3,8,0,0,1.50007,1.99173
2,2,1,2,2,107,2,1,0,1,0,0.44212,2,2,4,8,0,0,1.49978,1.99172
2,2,1,2,2,108,2,1,0,1,0,0.49081,2,4,2,8,0,0,1.50020,1.99174
2,2,1,2,2,109,2,1,0,0,1,0.52133,2,1,2,8,0,0,1.50032,1.99174
2,2,1,2,2,110,2,1,0,0,1,0.41201,2,2,1,8,0,0,1.50023,1.99174
2,2,1,2,2,111,2,1,0,0,1,0.56603,2,2,4,8,0,0,1.50049,1.99172
2,2,1,2,2,112,2,1,0,0,1,0.46346,2,1,4,8,0,0,1.50038,1.99174
2,2,1,2,2,113,2,1,0,1,0,0.40089,2,3,4,8,0,0,1.50031,1.99174
2,2,1,2,2,114,2,1,0,0,1,0.56781,2,2,4,8,0,0,1.50038,1.99173
2,2,1,2,2,115,2,1,0,0,1,0.49692,2,2,1,8,0,0,1.50018,1.99178
2,2,1,2,2,116,2,1,0,0,1,0.48167,2,3,4,8,0,0,1.50039,1.99173
2,2,1,2,2,117,2,2,1,1,1,0.57237,2,1,3,8,1,0,1.50017,1.99172
2,2,1,2,2,118,2,2,1,1,1,0.52574,2,2,1,8,2,0,1.50024,1.99174
2,2,1,2,2,119,2,2,1,0,0,0.51823,2,3,1,8,3,1,1.49999,1.99173
2,2,1,2,2,120,1,2,0,1,0,0.66017,2,2,4,8,0,0,1.50023,1.99173
2,2,1,2,2,121,1,2,0,0,1,0.53294,2,3,1,8,0,0,1.50015,1.99177
